Wavelength / nm,Cyclohexane,p-Xylene,Toluene,Diisopropyl ether,Chloroform,Diethyl ether,Tetrahydrofuran
509.5,0.08371,0.0755,0.07813,0.06787,0.0686,0.07901,0.07595
510,0.08368,0.07463,0.07719,0.06761,0.06808,0.07926,0.07458
510.5,0.08318,0.07408,0.07625,0.06741,0.06702,0.07946,0.07305
511,0.08227,0.07354,0.07519,0.06692,0.06608,0.07887,0.07152
511.5,0.08165,0.0728,0.07396,0.06637,0.06559,0.07828,0.07053
512,0.08156,0.07186,0.0728,0.06562,0.06514,0.07763,0.07019
512.5,0.08165,0.07074,0.07208,0.06494,0.06485,0.07674,0.06998
513,0.08174,0.06996,0.07186,0.06458,0.06411,0.07587,0.06944
513.5,0.08189,0.06958,0.07182,0.06429,0.06295,0.07488,0.06852
514,0.08162,0.06913,0.07153,0.06432,0.06201,0.07396,0.06726
514.5,0.08133,0.06906,0.07066,0.06448,0.06143,0.07359,0.06634
515,0.08148,0.06874,0.06943,0.06429,0.06153,0.07379,0.06576
515.5,0.08156,0.0681,0.06856,0.0639,0.06175,0.07413,0.06555
516,0.08151,0.06762,0.06784,0.06325,0.06162,0.0746,0.06549
516.5,0.0813,0.06688,0.06777,0.06289,0.0612,0.07455,0.06535
517,0.08086,0.06636,0.06784,0.0626,0.06049,0.07421,0.06487
517.5,0.08048,0.06623,0.06722,0.06253,0.05968,0.07365,0.06429
518,0.08062,0.06594,0.0665,0.0625,0.05939,0.07292,0.06375
518.5,0.08098,0.06543,0.06574,0.06204,0.0593,0.07244,0.0632
519,0.08139,0.06482,0.06512,0.06168,0.05939,0.07241,0.06279
519.5,0.08165,0.06417,0.06501,0.06168,0.05955,0.07227,0.06252
520,0.08133,0.06389,0.06519,0.06185,0.05949,0.07244,0.06228
520.5,0.08106,0.06398,0.06523,0.0623,0.05923,0.07258,0.0616
521,0.08089,0.06408,0.0649,0.06276,0.05901,0.0725,0.06089
521.5,0.08089,0.06392,0.06461,0.06276,0.05891,0.07278,0.06041
522,0.0813,0.06369,0.06436,0.06234,0.05904,0.07306,0.0601
522.5,0.08162,0.06353,0.06414,0.06201,0.05939,0.07334,0.0601
523,0.08165,0.06356,0.0644,0.06204,0.0592,0.07356,0.0602
523.5,0.08183,0.06398,0.0644,0.06243,0.05894,0.0734,0.05973
524,0.08224,0.06398,0.06392,0.06305,0.05884,0.07284,0.05942
524.5,0.08268,0.06353,0.0636,0.06338,0.05855,0.07225,0.05922
525,0.08333,0.06327,0.06324,0.06334,0.05891,0.07194,0.05911
525.5,0.08386,0.06305,0.06331,0.06318,0.05943,0.07244,0.05925
526,0.08377,0.06334,0.06382,0.06344,0.05975,0.07331,0.05925
526.5,0.0838,0.06389,0.06429,0.0638,0.05978,0.07413,0.05922
527,0.08389,0.06411,0.06447,0.06422,0.05968,0.07477,0.05891
527.5,0.08403,0.06411,0.0645,0.06452,0.05943,0.0748,0.05864
528,0.0848,0.06401,0.06469,0.06474,0.05949,0.07463,0.05871
528.5,0.08515,0.06417,0.06476,0.06458,0.05997,0.07432,0.05901
529,0.0853,0.06446,0.06512,0.06487,0.06043,0.07365,0.05945
529.5,0.08521,0.06485,0.0653,0.06526,0.06072,0.07314,0.05983
530,0.08515,0.06511,0.06523,0.06552,0.06072,0.07309,0.0601
530.5,0.08559,0.06524,0.06523,0.06617,0.06078,0.0734,0.0602
531,0.08624,0.06533,0.06541,0.06666,0.06101,0.07441,0.06051
531.5,0.08677,0.06565,0.06581,0.06715,0.06143,0.07561,0.06082
532,0.08739,0.06607,0.06624,0.068,0.06201,0.07674,0.06109
532.5,0.08762,0.06649,0.067,0.06881,0.0624,0.07758,0.06112
533,0.08786,0.06659,0.06722,0.06923,0.06259,0.07775,0.0614
533.5,0.08839,0.06643,0.06729,0.0693,0.06298,0.07732,0.06177
534,0.08856,0.06636,0.0674,0.06946,0.06353,0.07643,0.06208
534.5,0.089,0.06668,0.06751,0.06966,0.06411,0.07612,0.06249
535,0.08941,0.06752,0.06795,0.06998,0.06463,0.07665,0.06259
535.5,0.09024,0.06868,0.06911,0.07131,0.06527,0.07819,0.06307
536,0.09053,0.06951,0.06976,0.07184,0.0653,0.07965,0.06286
536.5,0.09068,0.06977,0.07016,0.07197,0.06547,0.08047,0.06279
537,0.09094,0.06977,0.07045,0.07216,0.06605,0.08041,0.063
537.5,0.09062,0.06958,0.07001,0.07187,0.06624,0.07982,0.06296
538,0.09112,0.0698,0.07005,0.07242,0.06689,0.08019,0.06368
538.5,0.09191,0.07061,0.07038,0.0732,0.06724,0.08114,0.06409
539,0.0923,0.07154,0.0711,0.07395,0.06727,0.08243,0.06426
539.5,0.09277,0.07218,0.07208,0.0745,0.06763,0.08353,0.0645
540,0.09309,0.07247,0.07309,0.07486,0.06828,0.08409,0.06508
540.5,0.09327,0.07267,0.07364,0.07506,0.06905,0.08439,0.06566
541,0.094,0.07286,0.07375,0.07545,0.06989,0.08465,0.06658
541.5,0.0948,0.07341,0.07382,0.07613,0.07037,0.08462,0.06726
542,0.09553,0.07415,0.07436,0.07675,0.07057,0.08442,0.06746
542.5,0.09615,0.07485,0.07498,0.0775,0.07083,0.08425,0.06763
543,0.0965,0.0753,0.07563,0.07802,0.07112,0.08479,0.0678
543.5,0.09674,0.0754,0.07625,0.07837,0.07186,0.08602,0.0678
544,0.09694,0.07556,0.07643,0.07886,0.07251,0.0874,0.06825
544.5,0.09744,0.07576,0.07664,0.07977,0.07296,0.08886,0.06893
545,0.09785,0.07643,0.07712,0.08062,0.07328,0.08975,0.06951
545.5,0.09818,0.07752,0.07759,0.08137,0.07338,0.09003,0.07012
546,0.09871,0.07826,0.07813,0.08205,0.07373,0.08995,0.0707
546.5,0.09912,0.079,0.07896,0.08215,0.07428,0.08939,0.07131
547,0.09968,0.07949,0.07933,0.08234,0.07506,0.08911,0.07199
547.5,0.10035,0.07958,0.07983,0.0827,0.0757,0.08939,0.07267
548,0.10109,0.08007,0.08038,0.08329,0.07619,0.09043,0.07349
548.5,0.10162,0.08081,0.08085,0.08413,0.0767,0.09205,0.07414
549,0.10221,0.08148,0.08143,0.08498,0.07693,0.09329,0.07445
549.5,0.10265,0.08222,0.08194,0.08566,0.07738,0.0941,0.07475
550,0.10291,0.08296,0.08233,0.08612,0.07816,0.09464,0.07458
550.5,0.10332,0.08344,0.08284,0.08641,0.07871,0.0945,0.07465
551,0.10365,0.08386,0.08342,0.08674,0.07935,0.09433,0.07513
551.5,0.10409,0.08438,0.08422,0.08722,0.0799,0.09385,0.07584
552,0.1047,0.08502,0.08465,0.08781,0.08029,0.09368,0.07663
552.5,0.10535,0.08557,0.08516,0.08849,0.08058,0.09416,0.07731
553,0.10585,0.08631,0.08592,0.08924,0.08097,0.09514,0.07779
553.5,0.10638,0.08717,0.08654,0.0897,0.08132,0.09654,0.07823
554,0.10682,0.08763,0.08719,0.09005,0.08168,0.0975,0.07891
554.5,0.10709,0.0882,0.0882,0.09025,0.08245,0.09842,0.07959
555,0.10759,0.08875,0.08864,0.09054,0.08329,0.09896,0.08031
555.5,0.10791,0.08914,0.08889,0.0911,0.08416,0.09929,0.08116
556,0.1082,0.08965,0.08951,0.09142,0.08497,0.09963,0.0817
556.5,0.10867,0.09023,0.08984,0.09194,0.08542,0.09977,0.08235
557,0.10903,0.09071,0.09031,0.09243,0.08572,0.09988,0.08293
557.5,0.10935,0.09123,0.09085,0.09308,0.0862,0.10033,0.08337
558,0.10988,0.09194,0.09121,0.09396,0.08694,0.10095,0.08402
558.5,0.11059,0.09268,0.09157,0.0949,0.08762,0.10165,0.08463
559,0.11117,0.09348,0.09212,0.09555,0.08823,0.10232,0.08521
559.5,0.11191,0.09444,0.09273,0.09611,0.08872,0.10319,0.08579
560,0.11247,0.09515,0.09357,0.09656,0.08894,0.10367,0.08644
560.5,0.1127,0.09554,0.09447,0.09689,0.0894,0.10387,0.08692
561,0.11294,0.09599,0.09542,0.09744,0.09004,0.10417,0.08739
561.5,0.1132,0.09641,0.09614,0.09793,0.09059,0.10434,0.0879
562,0.11341,0.09692,0.09683,0.09855,0.09117,0.10476,0.08852
562.5,0.11358,0.0976,0.09748,0.09907,0.09166,0.10541,0.08917
563,0.11426,0.09843,0.09792,0.09962,0.09211,0.10622,0.09015
563.5,0.11467,0.09917,0.09875,0.10047,0.09259,0.10701,0.09097
564,0.11517,0.09975,0.09951,0.10121,0.09314,0.10793,0.09145
564.5,0.11588,0.10049,0.10024,0.1019,0.09363,0.10906,0.09216
565,0.11638,0.10094,0.10089,0.10255,0.09414,0.1099,0.09254
565.5,0.11697,0.10126,0.10136,0.103,0.09473,0.11071,0.09312
566,0.11749,0.10181,0.10161,0.10339,0.09528,0.11136,0.09376
566.5,0.11797,0.10236,0.10201,0.10378,0.09576,0.1115,0.09434
567,0.11817,0.10313,0.10241,0.1043,0.09634,0.11161,0.09492
567.5,0.11849,0.10393,0.10306,0.10482,0.09695,0.1115,0.0956
568,0.11885,0.10487,0.10371,0.10535,0.09747,0.11167,0.09629
568.5,0.1192,0.10583,0.10404,0.10593,0.09838,0.1124,0.0968
569,0.1197,0.10657,0.10466,0.10652,0.09902,0.11352,0.09758
569.5,0.12005,0.10738,0.10509,0.10697,0.09957,0.11492,0.0984
570,0.12041,0.10815,0.10589,0.10733,0.10025,0.11599,0.09898
570.5,0.12073,0.10873,0.10694,0.10792,0.10073,0.11694,0.09976
571,0.12108,0.10918,0.10792,0.1084,0.10119,0.11747,0.10055
571.5,0.12126,0.10976,0.10882,0.10886,0.10177,0.11767,0.10106
572,0.12141,0.1103,0.10926,0.10961,0.10238,0.11767,0.10177
572.5,0.12141,0.11079,0.10959,0.11006,0.1028,0.11745,0.10256
573,0.12155,0.11143,0.10991,0.11036,0.10332,0.11761,0.1031
573.5,0.12185,0.11191,0.11013,0.11101,0.10364,0.11848,0.10371
574,0.12243,0.11236,0.11053,0.11133,0.1038,0.11966,0.1044
574.5,0.12305,0.11297,0.11118,0.11159,0.10409,0.12092,0.10508
575,0.12352,0.11375,0.1118,0.11218,0.10454,0.12208,0.10572
575.5,0.12373,0.11449,0.11234,0.1127,0.10493,0.12283,0.10647
576,0.12364,0.11506,0.11303,0.11322,0.10548,0.12314,0.10726
576.5,0.12364,0.11571,0.11361,0.11403,0.10609,0.12309,0.10777
577,0.12355,0.11609,0.11411,0.11445,0.10661,0.1225,0.10855
577.5,0.12364,0.11658,0.11491,0.11472,0.10703,0.12193,0.10923
578,0.12382,0.11722,0.11538,0.11511,0.10764,0.12224,0.10974
578.5,0.1239,0.11786,0.11596,0.11556,0.10803,0.12323,0.11053
579,0.12411,0.11831,0.11665,0.11602,0.10832,0.12463,0.11111
579.5,0.12438,0.11889,0.11716,0.1166,0.10897,0.126,0.11155
580,0.12473,0.11934,0.11767,0.11719,0.10942,0.12707,0.1121
580.5,0.12517,0.1197,0.11817,0.11764,0.10997,0.12746,0.1125
581,0.12561,0.12018,0.11875,0.1181,0.11045,0.12755,0.11284
581.5,0.1259,0.12082,0.11944,0.11865,0.11049,0.12696,0.11332
582,0.12593,0.1213,0.1202,0.11907,0.11058,0.12583,0.11373
582.5,0.1259,0.12198,0.12082,0.11917,0.11078,0.12544,0.11428
583,0.12585,0.12272,0.12136,0.11924,0.1111,0.12558,0.11499
583.5,0.12585,0.12327,0.12158,0.11934,0.11152,0.12651,0.11581
584,0.12593,0.12385,0.12169,0.11953,0.11207,0.12785,0.11646
584.5,0.12617,0.1243,0.12201,0.12002,0.11246,0.12867,0.11704
585,0.1262,0.12455,0.12212,0.12054,0.11272,0.12912,0.11744
585.5,0.12626,0.12497,0.1223,0.12086,0.11301,0.12931,0.11792
586,0.1262,0.12516,0.12259,0.12112,0.11326,0.12951,0.11864
586.5,0.12629,0.12558,0.12296,0.12148,0.11339,0.12965,0.11925
587,0.12655,0.1261,0.12357,0.12187,0.11381,0.12965,0.12003
587.5,0.12714,0.12664,0.1243,0.12207,0.1141,0.12976,0.12044
588,0.12764,0.12729,0.12491,0.122,0.1142,0.12976,0.12075
588.5,0.12782,0.12758,0.12549,0.122,0.1143,0.1299,0.12133
589,0.12782,0.12767,0.12589,0.12217,0.1143,0.13032,0.12181
589.5,0.12764,0.12755,0.12622,0.12272,0.11443,0.13074,0.12249
590,0.12732,0.12755,0.12654,0.12327,0.11488,0.13145,0.1229
590.5,0.12723,0.12764,0.12651,0.12366,0.11533,0.13226,0.12327
591,0.12729,0.12787,0.12662,0.12369,0.11569,0.13285,0.12341
591.5,0.12732,0.12822,0.12662,0.12327,0.11588,0.13324,0.12368
592,0.12737,0.12851,0.12691,0.12311,0.11582,0.13316,0.12426
592.5,0.12723,0.1288,0.12734,0.12295,0.11582,0.13282,0.12491
593,0.12702,0.12925,0.12796,0.12291,0.11598,0.13229,0.12559
593.5,0.12676,0.12993,0.12879,0.12337,0.1162,0.13187,0.12603
594,0.12679,0.13054,0.12926,0.1236,0.11646,0.13209,0.12624
594.5,0.12679,0.13108,0.1297,0.1235,0.11666,0.13268,0.12634
595,0.12685,0.13157,0.12999,0.1236,0.11691,0.13355,0.12624
595.5,0.12696,0.13166,0.12999,0.12356,0.11695,0.13431,0.12658
596,0.12679,0.13179,0.13017,0.1236,0.1172,0.13473,0.12705
596.5,0.12676,0.13215,0.13028,0.12399,0.1174,0.13481,0.12736
597,0.12667,0.13234,0.13042,0.12431,0.11743,0.13453,0.12794
597.5,0.12652,0.1325,0.13071,0.12431,0.11775,0.13392,0.12835
598,0.12629,0.13243,0.13086,0.12431,0.11785,0.13302,0.12886
598.5,0.12617,0.13224,0.131,0.12425,0.11769,0.1322,0.12923
599,0.12582,0.13231,0.13104,0.12415,0.11775,0.13192,0.12961
599.5,0.1254,0.1326,0.13082,0.12431,0.11779,0.13243,0.12981
600,0.12514,0.13289,0.13082,0.12431,0.11775,0.1331,0.12991
600.5,0.12482,0.13308,0.13104,0.12441,0.11766,0.13397,0.13032
601,0.12476,0.13334,0.13126,0.12415,0.1174,0.13464,0.13063
601.5,0.12476,0.13327,0.13165,0.12395,0.1172,0.13478,0.1308
602,0.12458,0.13324,0.13205,0.12376,0.11704,0.13481,0.1308
602.5,0.12429,0.13346,0.13227,0.12347,0.1173,0.13453,0.1307
603,0.12382,0.13356,0.13249,0.1235,0.11775,0.13414,0.1306
603.5,0.12361,0.13362,0.13271,0.12356,0.11808,0.13366,0.13063
604,0.12335,0.13372,0.13271,0.12347,0.11843,0.13324,0.13101
604.5,0.12329,0.13356,0.13271,0.12337,0.11872,0.13299,0.13128
605,0.1232,0.13324,0.13263,0.12304,0.11888,0.13285,0.13131
605.5,0.1227,0.13317,0.13252,0.12256,0.11872,0.1329,0.13118
606,0.12226,0.13317,0.1326,0.12236,0.11859,0.13338,0.1309
606.5,0.12182,0.13305,0.13252,0.1221,0.11833,0.13349,0.1308
607,0.12158,0.13305,0.1326,0.12207,0.11798,0.13355,0.13101
607.5,0.12141,0.13314,0.13252,0.1221,0.11766,0.13366,0.13141
608,0.12117,0.13317,0.13231,0.12207,0.11714,0.1333,0.13169
608.5,0.12082,0.13324,0.1318,0.12187,0.11675,0.13282,0.13172
609,0.12029,0.13343,0.13144,0.12151,0.1163,0.13212,0.13182
609.5,0.11979,0.13334,0.13144,0.12138,0.11607,0.13147,0.13179
610,0.11946,0.13308,0.13136,0.12103,0.11611,0.13103,0.13169
610.5,0.1192,0.13305,0.13158,0.12083,0.11627,0.13119,0.13189
611,0.11902,0.13285,0.13176,0.12067,0.1164,0.13178,0.13179
611.5,0.11876,0.13289,0.13155,0.12047,0.1164,0.13201,0.13193
612,0.11835,0.13298,0.13136,0.12054,0.11607,0.13212,0.1322
612.5,0.11799,0.13279,0.13122,0.12038,0.11572,0.13195,0.13227
613,0.11729,0.13253,0.131,0.12008,0.11543,0.13147,0.13206
613.5,0.11682,0.13224,0.13064,0.11982,0.11543,0.13072,0.13189
614,0.11644,0.13192,0.13053,0.1195,0.11546,0.12968,0.13169
614.5,0.11585,0.13176,0.13049,0.1194,0.11536,0.12886,0.13162
615,0.11541,0.13157,0.1302,0.11927,0.11523,0.12822,0.13193
615.5,0.115,0.1315,0.1302,0.11885,0.11475,0.12836,0.13189
616,0.11432,0.13147,0.1302,0.11833,0.11433,0.12878,0.13179
616.5,0.11364,0.13147,0.12984,0.11764,0.11404,0.12901,0.13162
617,0.11311,0.13147,0.12948,0.11729,0.11359,0.12912,0.13148
617.5,0.11244,0.13131,0.12926,0.11709,0.11339,0.12884,0.13152
618,0.11191,0.13118,0.12894,0.11696,0.11336,0.12842,0.13158
618.5,0.11161,0.13108,0.12854,0.11676,0.11307,0.12785,0.13182
619,0.11132,0.13086,0.12865,0.11641,0.11275,0.12741,0.13199
619.5,0.11082,0.13063,0.1285,0.11595,0.11233,0.12707,0.1321
620,0.11059,0.13034,0.1281,0.11576,0.11149,0.12665,0.1324
620.5,0.11009,0.12993,0.12807,0.11566,0.11094,0.12623,0.1322
621,0.10947,0.12964,0.12767,0.11546,0.11075,0.12589,0.13172
621.5,0.1087,0.12922,0.12738,0.1152,0.11016,0.12561,0.13121
622,0.10759,0.12886,0.12723,0.11459,0.11,0.12569,0.1309
622.5,0.10659,0.12877,0.12712,0.11374,0.10965,0.12597,0.13083
623,0.10573,0.12829,0.12683,0.11299,0.10907,0.12583,0.13107
623.5,0.10509,0.12774,0.1264,0.11228,0.10881,0.12544,0.13111
624,0.10468,0.12719,0.12586,0.11188,0.10842,0.12477,0.1308
624.5,0.10423,0.12674,0.12535,0.11166,0.10819,0.12362,0.13049
625,0.10368,0.12652,0.12517,0.11143,0.10813,0.12216,0.13009
625.5,0.10291,0.12655,0.12535,0.11104,0.10777,0.12087,0.12961
626,0.10185,0.12671,0.12539,0.11045,0.10726,0.11997,0.12961
626.5,0.10074,0.12636,0.12517,0.1101,0.10651,0.11958,0.12961
627,0.09965,0.126,0.12452,0.10961,0.10567,0.1198,0.12974
627.5,0.09906,0.12558,0.12368,0.10912,0.10532,0.12011,0.13002
628,0.09856,0.12475,0.12303,0.10866,0.10513,0.12011,0.12981
628.5,0.09809,0.12404,0.12252,0.10792,0.10496,0.1198,0.1291
629,0.09741,0.12356,0.12201,0.10697,0.10458,0.1193,0.12842
629.5,0.09641,0.12298,0.12187,0.10609,0.1038,0.11843,0.12794
630,0.09521,0.12272,0.12158,0.10528,0.10306,0.11722,0.12756
630.5,0.09409,0.12253,0.12125,0.10479,0.10225,0.11621,0.12763
631,0.09318,0.12217,0.12118,0.1044,0.10164,0.11531,0.12773
631.5,0.09215,0.12169,0.12093,0.10385,0.10128,0.11467,0.12743
632,0.09127,0.12105,0.12053,0.1031,0.10083,0.11436,0.12688
632.5,0.0905,0.12028,0.12002,0.10225,0.10038,0.11419,0.12627
633,0.08956,0.1197,0.11937,0.1016,0.0998,0.11411,0.12545
633.5,0.0888,0.11915,0.11883,0.10118,0.09915,0.11405,0.12514
634,0.08806,0.11876,0.11828,0.10066,0.09828,0.11411,0.12545
634.5,0.08695,0.11812,0.11792,0.10027,0.09763,0.11385,0.12576
635,0.08577,0.11748,0.11723,0.09942,0.09705,0.11315,0.12603
635.5,0.08474,0.1169,0.11643,0.09838,0.09624,0.11192,0.12566
636,0.08377,0.11587,0.11578,0.09744,0.09595,0.11038,0.1247
636.5,0.08286,0.11494,0.11502,0.0963,0.09531,0.10872,0.12351
637,0.08209,0.11394,0.11455,0.09536,0.09466,0.10777,0.12252
637.5,0.08121,0.11307,0.11408,0.09467,0.09398,0.10751,0.12228
638,0.08004,0.11243,0.11335,0.09396,0.09292,0.10768,0.12218
638.5,0.07892,0.11214,0.11252,0.09357,0.09188,0.10768,0.12228
639,0.0778,0.11162,0.11169,0.09311,0.09104,0.1072,0.12242
639.5,0.07677,0.11114,0.11103,0.09243,0.0903,0.10636,0.12164
640,0.07595,0.11069,0.11031,0.09168,0.08978,0.10499,0.12112
640.5,0.0751,0.10995,0.10959,0.09074,0.08936,0.10359,0.12055
641,0.07404,0.10947,0.10904,0.08986,0.08882,0.10213,0.12014
641.5,0.07277,0.10882,0.10803,0.08911,0.08807,0.10084,0.1202
642,0.07151,0.10796,0.10716,0.0882,0.08714,0.10002,0.12003
642.5,0.07045,0.10693,0.1065,0.08713,0.0863,0.09971,0.11976
643,0.06936,0.10574,0.10556,0.08599,0.08552,0.0996,0.11894
643.5,0.0686,0.10426,0.10484,0.08498,0.08471,0.09924,0.11792
644,0.06766,0.10294,0.10411,0.08423,0.08452,0.0989,0.11659
644.5,0.06672,0.102,0.10328,0.08384,0.08404,0.09823,0.1155
645,0.06572,0.10114,0.10208,0.08329,0.08339,0.09724,0.11468
645.5,0.0643,0.10052,0.10089,0.08251,0.08242,0.09609,0.11421
646,0.06304,0.10011,0.09969,0.08147,0.08116,0.09517,0.11428
646.5,0.06183,0.09927,0.09853,0.08026,0.07964,0.09424,0.11421
647,0.06081,0.09834,0.09803,0.07929,0.07861,0.09377,0.11397
647.5,0.06007,0.09744,0.09752,0.07844,0.07787,0.09343,0.11339
648,0.05939,0.09628,0.09697,0.07782,0.07709,0.0927,0.11254
648.5,0.05845,0.09528,0.09632,0.07704,0.07674,0.09194,0.11182
649,0.05739,0.09444,0.09531,0.076,0.07596,0.09124,0.11114
649.5,0.05613,0.09367,0.09415,0.07509,0.07515,0.09068,0.11056
650,0.0546,0.09268,0.09321,0.07392,0.07402,0.09017,0.11015
650.5,0.05343,0.0919,0.09244,0.07278,0.07286,0.08975,0.10957
651,0.05254,0.09068,0.09168,0.07187,0.0717,0.08888,0.10886
651.5,0.05169,0.0891,0.09067,0.07112,0.07063,0.08742,0.10756
652,0.05113,0.08788,0.08962,0.07037,0.06989,0.08588,0.10627
652.5,0.0504,0.08631,0.08824,0.06985,0.06911,0.08434,0.10521
653,0.04943,0.08512,0.08686,0.069,0.06792,0.08319,0.1044
653.5,0.04846,0.08418,0.08585,0.0677,0.06679,0.08271,0.10399
654,0.04728,0.08351,0.08491,0.0665,0.0655,0.08243,0.10324
654.5,0.04593,0.08296,0.08422,0.06517,0.06437,0.0819,0.10225
655,0.04481,0.08219,0.08331,0.06373,0.06379,0.08097,0.10133
655.5,0.04419,0.08126,0.08233,0.06276,0.06304,0.07974,0.10055
656,0.04358,0.08013,0.08121,0.06194,0.06236,0.07797,0.10003
656.5,0.04302,0.07881,0.07983,0.06097,0.06153,0.07609,0.09969
657,0.04213,0.07791,0.07828,0.06025,0.06052,0.07413,0.09925
657.5,0.04093,0.07695,0.07712,0.05931,0.05955,0.07236,0.09836
658,0.03943,0.07604,0.07592,0.05814,0.05862,0.07129,0.09727
658.5,0.03808,0.07511,0.07519,0.05729,0.05781,0.07096,0.09601
659,0.03702,0.07383,0.07458,0.05648,0.05684,0.07107,0.09472
659.5,0.0362,0.07251,0.07371,0.0557,0.05623,0.07104,0.09373
660,0.03572,0.07099,0.07269,0.05521,0.05549,0.07079,0.09295
660.5,0.03525,0.06968,0.0711,0.05436,0.05442,0.06983,0.09227
661,0.03467,0.06839,0.06965,0.05323,0.05348,0.0686,0.09148
661.5,0.03387,0.06726,0.06824,0.05202,0.05239,0.0672,0.09056
662,0.03308,0.06617,0.06697,0.05053,0.05135,0.06568,0.0893
662.5,0.03199,0.06514,0.06603,0.04922,0.05071,0.06456,0.08807
663,0.03096,0.06401,0.06498,0.04818,0.05022,0.06349,0.08681
663.5,0.02987,0.0627,0.06407,0.04721,0.04928,0.06285,0.08562
664,0.02902,0.06141,0.06291,0.04639,0.04844,0.06234,0.08474
664.5,0.02826,0.05996,0.06175,0.04558,0.04751,0.06184,0.08402
665,0.02755,0.05851,0.06037,0.04473,0.04625,0.06114,0.08358
665.5,0.02687,0.05726,0.05882,0.0436,0.04499,0.06038,0.08317
666,0.02602,0.05626,0.05766,0.04249,0.04402,0.05956,0.08239
666.5,0.02499,0.0552,0.05657,0.04145,0.04263,0.05825,0.08126
667,0.0239,0.05427,0.05563,0.04015,0.0415,0.05698,0.07949
667.5,0.02311,0.05333,0.05436,0.03927,0.04092,0.05555,0.07792
668,0.02238,0.05208,0.05323,0.03852,0.04018,0.05345,0.07683
668.5,0.02193,0.05111,0.05215,0.03767,0.03943,0.05148,0.07601
669,0.02149,0.05018,0.05063,0.03719,0.03856,0.04994,0.07554
669.5,0.02096,0.04925,0.04976,0.03663,0.0374,0.04882,0.07468
670,0.02038,0.04832,0.04849,0.03598,0.03617,0.04831,0.07349
670.5,0.01973,0.04732,0.04744,0.0354,0.0354,0.04801,0.07199
671,0.01946,0.04606,0.04668,0.03449,0.03475,0.04714,0.07039
671.5,0.0187,0.04442,0.04555,0.03345,0.03427,0.04607,0.06872
672,0.01817,0.04307,0.04468,0.03221,0.03356,0.04453,0.06746
672.5,0.01767,0.04204,0.04378,0.03091,0.03278,0.04298,0.06637
673,0.01697,0.04105,0.04305,0.02974,0.03184,0.04144,0.06538
673.5,0.0165,0.04027,0.04211,0.02843,0.03062,0.04004,0.06477
674,0.0162,0.03928,0.04113,0.02778,0.02978,0.03928,0.06409
674.5,0.01588,0.03802,0.04015,0.02726,0.02878,0.03866,0.06307
675,0.01555,0.03693,0.03885,0.02684,0.0281,0.03866,0.06218
675.5,0.01529,0.0359,0.03791,0.02645,0.02765,0.03833,0.06092
676,0.01467,0.03477,0.037,0.0257,0.027,0.0376,0.05945
676.5,0.01414,0.03378,0.03569,0.02466,0.02642,0.03692,0.05813
677,0.01358,0.03275,0.03461,0.02401,0.02564,0.03594,0.05683
677.5,0.01338,0.03207,0.03388,0.02342,0.02471,0.03521,0.05557
678,0.01329,0.03149,0.03294,0.02274,0.024,0.03465,0.05465
678.5,0.0132,0.0305,0.03229,0.02242,0.02325,0.0337,0.0539
679,0.01305,0.0293,0.03145,0.02193,0.02267,0.0328,0.05291
679.5,0.01261,0.02799,0.03011,0.02137,0.02238,0.0317,0.0522
680,0.01203,0.02686,0.02885,0.02098,0.02174,0.03058,0.05145
680.5,0.01141,0.02609,0.02779,0.0203,0.02106,0.0296,0.0507
681,0.01117,0.0259,0.02696,0.01926,0.02051,0.02904,0.05005
681.5,0.01111,0.02519,0.02627,0.01871,0.01983,0.02865,0.04937
682,0.01103,0.02451,0.02577,0.01806,0.01928,0.02806,0.04855
682.5,0.01126,0.02384,0.02504,0.01767,0.01902,0.02772,0.04773
683,0.01103,0.02268,0.02403,0.01773,0.0188,0.02727,0.04688
683.5,0.01041,0.022,0.02301,0.01728,0.01815,0.02635,0.04552
684,0.01009,0.02146,0.022,0.01646,0.0176,0.02548,0.04429
684.5,0.00941,0.02088,0.02105,0.01562,0.0166,0.02424,0.04303
685,0.00888,0.02023,0.02055,0.01458,0.01547,0.02295,0.04174
685.5,0.00876,0.01956,0.02011,0.01373,0.01444,0.02222,0.04112
686,0.00888,0.01863,0.01971,0.01363,0.01392,0.02219,0.04044
686.5,0.00914,0.01731,0.01928,0.0134,0.01337,0.02219,0.03956
687,0.00941,0.01637,0.01855,0.01324,0.01321,0.02245,0.03864
687.5,0.00956,0.01586,0.01779,0.01305,0.01356,0.02261,0.03775
688,0.00923,0.01547,0.01714,0.01259,0.01347,0.02228,0.0367
688.5,0.00911,0.01547,0.01663,0.01197,0.01327,0.02163,0.03591
689,0.00903,0.01547,0.01602,0.01142,0.01266,0.02068,0.0354
689.5,0.00879,0.01499,0.01547,0.0108,0.01205,0.01953,0.03462
690,0.00864,0.0146,0.01508,0.01009,0.0114,0.01877,0.0338
690.5,0.00835,0.01399,0.01453,0.00983,0.01111,0.01855,0.03291
691,0.00817,0.01306,0.01431,0.00992,0.01095,0.01846,0.03186
691.5,0.008,0.01245,0.01413,0.01012,0.01079,0.01863,0.03077
692,0.00809,0.012,0.01355,0.01041,0.01079,0.01888,0.03009
692.5,0.00817,0.01174,0.01283,0.01051,0.01066,0.01916,0.02964
