,3NCz PL,,3PCz PL,
694,0.913142015592697,694,0.999713584579255,
695,0.925864946322265,695,1,
696,0.939565534161955,696,0.997290770497406,
697,0.94681483049792,697,0.996969985226172,
698,0.956102261688295,698,0.994674756195382,
699,0.966758412832839,699,0.988942542115652,
700,0.974668717463322,700,0.988476726490458,
701,0.982737190823723,701,0.984833001583269,
702,0.988583829426856,702,0.97851754155584,
703,0.996095287319102,703,0.975399258756891,
704,0.997588549580292,704,0.968316726157175,
705,0.998529155354074,705,0.960879559191045,
706,0.999381647445637,706,0.950925581809531,
707,0.998806261987197,707,0.943062436999457,
708,1,708,0.933358422166957,
709,0.997264116870501,709,0.922316586941922,
710,0.99328467880539,710,0.91166375593379,
711,0.988121777467806,711,0.900409452542093,
712,0.984345654718908,712,0.886017858782616,
713,0.979376105312975,713,0.873629089947114,
714,0.970612374523626,714,0.857444014898462,
715,0.967387351483299,715,0.843126368393069,
716,0.957407153710115,716,0.82700873115712,
717,0.950762821630508,717,0.814756139835299,
718,0.938689690387824,718,0.802700654398482,
719,0.929389182255212,719,0.7869478062575,
720,0.919038471118639,720,0.772619484268242,
721,0.908494719406182,721,0.757140032665245,
722,0.897428201360002,722,0.741698335822254,
723,0.884361222507286,723,0.726657620568307,
724,0.870869865743393,724,0.711705954472446,
725,0.858873016663761,725,0.698770913316286,
726,0.842919458490049,726,0.688827351040981,
727,0.829707076493885,727,0.676568510655435,
728,0.812975751612823,728,0.660411035638237,
729,0.801006613196503,729,0.644750621564859,
730,0.786245236256756,730,0.630015589678144,
731,0.772351296485416,731,0.617037065453561,
732,0.759338493536254,732,0.604704798569242,
733,0.746331606346676,733,0.591668730882855,
734,0.730409806461255,734,0.578638651882539,
735,0.718204349017361,735,0.568532093195064,
736,0.702701633995068,736,0.556263618836275,
737,0.689894014496724,737,0.542560723974863,
738,0.674936794779186,738,0.528389149334049,
739,0.662603370114828,739,0.515733233024288,
740,0.648416133210451,740,0.506180497609472,
741,0.634920106110045,741,0.495443564618704,
742,0.619343599770842,742,0.482214036334486,
743,0.604757516128229,743,0.47184163206103,
744,0.589646175305751,744,0.46175277905411,
745,0.57702661469101,745,0.45018524134318,
746,0.560431974991905,746,0.438168031421681,
747,0.547849465713503,747,0.428908741624301,
748,0.534732981293745,748,0.417857272426023,
749,0.524327471542083,749,0.409397602407833,
750,0.510854796124243,750,0.401272257298949,
751,0.499023899668717,751,0.390335354268969,
752,0.487821007796348,752,0.38178351056083,
753,0.476719617904202,753,0.374950419754818,
754,0.464583281440705,754,0.366538398847533,
755,0.454913816723541,755,0.357250207130424,
756,0.442549567838195,756,0.352067389903214,
757,0.434317009988293,757,0.343887886242044,
758,0.42433681221511,758,0.33625960207698,
759,0.413552382494333,759,0.329985281719075,
760,0.404467332552868,760,0.324074708945517,
761,0.398468752335168,761,0.318095136093325,
762,0.390098886591775,762,0.311471649299766,
763,0.381396492888634,763,0.30405114650357,
764,0.373194447903953,764,0.297913784792313,
765,0.364213079433084,765,0.290107923066387,
766,0.355955613121778,766,0.284067682220528,
767,0.350608700525569,767,0.276015763610417,
768,0.343361272324209,768,0.27070900661932,
769,0.336106682940195,769,0.264056357528377,
770,0.328764602585498,770,0.258672007996024,
771,0.321602174508681,771,0.253425137865628,
772,0.312034834483274,772,0.248194150772202,
773,0.306643086656537,773,0.243454756691836,
774,0.301574837472289,774,0.239888363948248,
775,0.296327558721698,775,0.235877506547196,
776,0.292406032829352,776,0.233775738114237,
777,0.287838132363564,777,0.230755878068963,
778,0.282744663362144,778,0.226603635601124,
779,0.277377512641044,779,0.222793529372248,
780,0.273375345604902,780,0.217828908620114,
781,0.269025082820634,781,0.213633443461509,
782,0.263422547139263,782,0.209746786201998,
783,0.25818180685979,783,0.205683592892245,
784,0.251282474406556,784,0.201176716057993,
785,0.245196403218173,785,0.195890268524004,
786,0.239556816200463,786,0.190577783224492,
787,0.233713291155005,787,0.18499606742948,
788,0.226350038608115,788,0.179862721956762,
789,0.218588250678756,789,0.175072554233627,
790,0.212151592896107,790,0.17146528219817,
791,0.20477650883005,791,0.168254044576307,
792,0.198549704834732,792,0.163194646357672,
793,0.193226766632625,793,0.157162216841469,
794,0.188120220688968,794,0.152106203532352,
795,0.183054462350861,795,0.148149244305931,
796,0.177850462051959,796,0.142956793105477,
797,0.172955326674471,797,0.138606663619669,
798,0.168315503026378,798,0.13444843246576,
799,0.164121229481655,799,0.129019297976709,
800,0.160027835205619,800,0.12607650971738,
801,0.155711510200015,801,0.120762201774282,
802,0.151401412309762,802,0.116321200486802,
803,0.148186352653997,803,0.11258608302263,
804,0.145795763070715,804,0.109652147603579,
805,0.141789237053827,805,0.107663643450642,
806,0.137789249508058,806,0.103917590124951,
807,0.133388235733679,807,0.102316267545331,
808,0.129494731860413,808,0.100366559663022,
809,0.12564294966,809,0.0977633038661044,
810,0.122146735746133,810,0.0953964709801288,
811,0.118897426955937,811,0.0922443390860011,
812,0.115946708346825,812,0.0899254156885865,
813,0.113492913542731,813,0.087457035517074,
814,0.110156113781852,814,0.0852659575483738,
815,0.106334533090891,815,0.0821088784787969,
816,0.103587752509528,816,0.0787411538861447,
817,0.100060091663138,817,0.0763675511811333,
818,0.0971127979674696,818,0.0731412116552672,
819,0.0949890402769821,819,0.0693383960007376,
820,0.0923163623682965,820,0.0662274037761352,
821,0.0898840511121628,821,0.0652127120537318,
822,0.0871406954442424,822,0.0626401808201301,
823,0.0852021944354497,823,0.0605876237640085,
824,0.0825905422572048,824,0.0582434437340373,
825,0.078866104565721,825,0.0555443689599974,
826,0.0752687000273993,826,0.0532840305350079,
827,0.0727333300122051,827,0.0508343975546715,
828,0.0704436196976113,828,0.0483160248733562,
829,0.0677690736543204,829,0.0454122932623111,
830,0.0641604603083668,830,0.0433389059937716,
831,0.0606527262311007,831,0.0416027077887458,
832,0.057040687971704,832,0.0386078439983727,
833,0.0538331008543603,833,0.0372236763832081,
834,0.0505604403815976,834,0.0347951339929447,
835,0.0468026876229855,835,0.0326686296827398,
836,0.0447601937878297,836,0.0312909715089557,
837,0.0422702817146985,837,0.0298193170016362,
838,0.0391280793085411,838,0.0271332611103575,
839,0.0365634418511969,839,0.0256199461782023,
840,0.0343204349017361,840,0.0251668890581146,
841,0.0317470794829003,841,0.0242402049831765,
842,0.0304032679901362,842,0.0226412258024531,
843,0.0281222756370339,843,0.0215937264954916,
844,0.0265275113956211,844,0.0195377845298521,
845,0.0244355119934242,845,0.0190029688260244,
846,0.0232729095573766,846,0.0187339987081792,
847,0.0219228709492615,847,0.0177268579377772,
848,0.0200594066804493,848,0.016914479653482,
849,0.0184335068622811,849,0.0165054263571269,
850,0.0168873141206068,850,0.0158758331867981,
851,0.0151213042070391,851,0.0147845904337592,
852,0.0139867237900715,852,0.0137581817168707,
853,0.0126164470570653,853,0.013288720804504,
854,0.0119124716666251,854,0.0126875087985944,
855,0.01076356888435,855,0.01266485594259,
856,0.00953091140060277,856,0.0121326440153146,
857,0.00838730166637605,857,0.011390046942619,
858,0.00685916755921985,858,0.010879446360727,
859,0.0062159065434528,859,0.0103391627261397,
860,0.00601508207338032,860,0.00995224153047852,
861,0.00562900092161307,861,0.00926718791958723,
862,0.00517753505865943,862,0.00904690842326871,
863,0.00483224151244178,863,0.00865425891919267,
864,0.00438855954367699,864,0.00797337135078495,
865,0.00412203900665056,865,0.00765961627624143,
866,0.00339969362592473,866,0.00739272917963802,
867,0.00312881410815254,867,0.00685348705567152,
868,0.00278383191770244,868,0.00638532803158086,
869,0.00235291553540738,869,0.00604475405854939,
870,0.00199952673923333,870,0.00497668491682531,
871,0.00186159613420681,871,0.00494179431102546,
872,0.00158168729917555,872,0.00458481654571494,
873,0.0018724935860712,873,0.00425674070013417,
874,0.00184447156699132,874,0.00397006490173383,
875,0.00157078984731115,875,0.00431428416193842,
876,6.56649313771898E-4,876,0.00390783464213557,
877,0.00101470844645928,877,0.00347664924508655,
878,8.21045159040536E-4,878,0.00331104905636483,
879,0.00113458041696766,879,0.00269135023693447,
880,0.00158075323187287,880,0.0030256751462406,
881,0.0016962662216355,881,0.00354877385558328,
882,9.648915236506E-4,882,0.00353367195158035,
883,9.8419558123896E-4,883,0.0038672157279208,
884,9.48389667970218E-4,884,0.00348367944177756,
885,5.94378160261047E-4,885,0.00351153985088641,
886,9.40917129548912E-4,886,0.00279758432026539,
887,9.41228485316474E-4,887,0.00261089354147062,
888,7.44451640222189E-4,888,0.00257261802615286,
889,0.00119778563778116,889,0.0026666143596883,
890,9.12272398933922E-4,890,0.00320637723896524,
891,0,891,0.00267833135417333,
892,5.99359852541911E-4,892,0.00247601791606518,
893,0.00116789548409595,893,0.00211409297530543,
894,0.0011348917727352,894,0.00163812262155809,
895,0.00127002017585374,895,0.00169696797163845,
896,0.00104843865461108,896,0.00199313308902918,
897,0.00154766056172168,897,0.00200395322714628,
898,0.00129548907764028,898,7.68929932893446E-4,
899,0.00203481372622416,899,0,
900,0.00408405360301401,900,6.89306445928034E-4,
