  -1.2000000e+01  -2.0528941e-03
  -1.0000000e+01   1.9946531e-03
  -8.0000000e+00  -5.8240950e-05
  -7.0000000e+00   2.5975007e-03
  -6.0000000e+00   6.4683054e-04
  -5.0000000e+00   1.7289889e-03
  -4.0000000e+00   7.7324306e-03
  -3.0000000e+00   4.9242469e-02
  -2.0000000e+00   3.2551667e-01
  -1.0000000e+00   9.2863948e-01
   0.0000000e+00   1.0000000e+00
   1.0000000e+00   9.5525452e-01
   2.0000000e+00   8.9960429e-01
   3.0000000e+00   8.5183561e-01
   4.0000000e+00   8.0945196e-01
   5.0000000e+00   7.6405892e-01
   6.0000000e+00   7.1964674e-01
   7.0000000e+00   6.8296361e-01
   8.0000000e+00   6.4433061e-01
   9.0000000e+00   6.1218111e-01
   1.0000000e+01   5.7746844e-01
   1.1000000e+01   5.4868267e-01
   1.2000000e+01   5.1472101e-01
   1.3000000e+01   4.9390594e-01
   1.4000000e+01   4.5971624e-01
   1.5000000e+01   4.3301474e-01
   1.6000000e+01   4.1044372e-01
   1.7000000e+01   3.9201966e-01
   1.8000000e+01   3.6580593e-01
   2.3000000e+01   2.7388121e-01
   2.8000000e+01   2.0625222e-01
   3.3000000e+01   1.5303414e-01
   3.8000000e+01   1.1477716e-01
   4.3000000e+01   8.9294975e-02
   4.8000000e+01   6.5420745e-02
   5.3000000e+01   5.1159806e-02
   5.8000000e+01   3.9394353e-02
   6.3000000e+01   2.8999282e-02
   6.8000000e+01   2.5782432e-02
   7.3000000e+01   1.8983867e-02
   7.8000000e+01   1.5084115e-02
   8.3000000e+01   1.1228565e-02
   8.8000000e+01   6.4461140e-03
   9.3000000e+01   8.0408835e-03
   9.8000000e+01   5.7664905e-03
