  -1.1000000e+01   7.9134361e-04
  -9.0000000e+00  -5.4571145e-04
  -7.0000000e+00   1.3370551e-03
  -6.0000000e+00  -3.9457951e-03
  -5.0000000e+00   3.7484777e-03
  -4.0000000e+00  -2.6434077e-03
  -3.0000000e+00   1.2954544e-01
  -2.0000000e+00   7.3228695e-01
  -1.0000000e+00   9.9188545e-01
   0.0000000e+00   1.0000000e+00
   1.0000000e+00   9.6166726e-01
   2.0000000e+00   9.1350321e-01
   3.0000000e+00   8.6464473e-01
   4.0000000e+00   8.1787587e-01
   5.0000000e+00   7.7959446e-01
   6.0000000e+00   7.2980144e-01
   7.0000000e+00   6.9504289e-01
   8.0000000e+00   6.4520133e-01
   9.0000000e+00   6.1214274e-01
   1.0000000e+01   5.7420936e-01
   1.1000000e+01   5.3477118e-01
   1.2000000e+01   5.0822137e-01
   1.3000000e+01   4.7130826e-01
   1.4000000e+01   4.5775087e-01
   1.5000000e+01   4.3299927e-01
   1.6000000e+01   4.0003683e-01
   1.7000000e+01   3.8075083e-01
   1.8000000e+01   3.5748208e-01
   1.9000000e+01   3.3237903e-01
   2.4000000e+01   2.4945326e-01
   2.9000000e+01   1.8441134e-01
   3.4000000e+01   1.3975537e-01
   3.9000000e+01   9.9366174e-02
   4.4000000e+01   7.2379790e-02
   4.9000000e+01   5.6423113e-02
   5.4000000e+01   4.1994009e-02
   5.9000000e+01   2.6122549e-02
   6.4000000e+01   2.4921578e-02
   6.9000000e+01   1.9874317e-02
   7.4000000e+01   8.6079256e-03
   7.9000000e+01   5.3240106e-03
   8.4000000e+01   5.9627317e-04
   8.9000000e+01  -7.3501858e-04
   9.4000000e+01  -5.2957488e-03
   9.9000000e+01   3.7036679e-04
